open_time,open,high,low,close,volume
1755234000000,4623.5,4630.88,4603.45,4617.11,117838.309
1755237600000,4617.1,4661.63,4616.35,4645.54,201540.885
1755241200000,4645.55,4652.17,4624.74,4639.46,141298.074
1755244800000,4639.46,4666.0,4631.38,4639.43,138733.868
1755248400000,4639.43,4651.51,4610.65,4622.7,182977.041
1755252000000,4622.7,4647.74,4622.43,4634.77,112669.973
1755255600000,4634.77,4646.0,4621.33,4632.4,114713.291
1755259200000,4632.41,4670.23,4583.0,4626.6,432818.717
1755262800000,4626.58,4629.36,4532.0,4538.39,599475.929
1755266400000,4538.71,4577.23,4472.52,4491.75,833910.28
1755270000000,4491.75,4498.52,4392.53,4428.72,1024366.441
1755273600000,4428.72,4432.6,4371.23,4413.46,690536.423
1755277200000,4413.46,4463.09,4371.0,4437.02,493045.779
1755280800000,4437.02,4453.56,4376.22,4394.37,295466.781
1755284400000,4394.36,4424.95,4372.89,4381.05,236258.977
1755288000000,4381.05,4431.7,4364.0,4423.77,196445.888
1755291600000,4423.77,4428.97,4390.0,4427.01,130913.488
1755295200000,4427.01,4476.99,4410.06,4473.01,193923.419
1755298800000,4473.01,4489.3,4407.01,4437.16,282778.428
1755302400000,4437.15,4482.24,4429.41,4474.24,223564.449
1755306000000,4474.25,4488.33,4450.0,4485.55,185072.093
1755309600000,4485.54,4485.55,4430.0,4442.79,159179.585
1755313200000,4442.8,4455.45,4422.16,4430.97,101976.454
1755316800000,4430.97,4455.83,4427.5,4452.21,77259.486
1755320400000,4452.22,4452.99,4416.5,4419.68,94947.361
1755324000000,4419.68,4431.71,4407.0,4417.0,108566.104
1755327600000,4417.01,4462.24,4417.0,4449.48,150378.499
1755331200000,4449.48,4457.44,4437.0,4440.8,93299.371
1755334800000,4440.8,4457.0,4388.0,4395.41,239972.421
1755338400000,4395.93,4412.78,4370.0,4402.03,354217.677
1755342000000,4402.03,4423.36,4383.1,4385.89,191167.639
1755345600000,4385.9,4410.55,4373.0,4408.0,202800.108
1755349200000,4408.0,4426.74,4382.1,4391.95,198092.189
1755352800000,4391.95,4417.15,4385.67,4411.3,120471.653
1755356400000,4411.3,4417.27,4384.84,4398.0,118820.173
1755360000000,4398.0,4414.86,4394.35,4405.9,82795.054
1755363600000,4405.91,4407.28,4388.0,4402.76,62271.143
1755367200000,4402.75,4420.5,4396.63,4407.99,80085.222
1755370800000,4407.99,4440.0,4406.48,4416.3,109115.555
1755374400000,4416.3,4436.24,4408.0,4429.78,64700.036
1755378000000,4429.79,4430.0,4403.91,4406.41,44171.195
1755381600000,4406.41,4433.0,4400.0,4424.76,68252.607
1755385200000,4424.76,4428.86,4408.05,4420.22,55778.774
1755388800000,4420.22,4425.74,4407.54,4410.97,56014.878
1755392400000,4410.96,4419.25,4392.45,4404.19,128216.173
1755396000000,4404.19,4432.38,4396.07,4432.07,98609.201
1755399600000,4432.07,4456.72,4425.96,4450.43,152485.526
1755403200000,4450.44,4487.0,4449.58,4481.14,209333.771
1755406800000,4481.15,4488.82,4465.37,4468.47,127233.422
1755410400000,4468.48,4481.86,4453.21,4455.32,122165.577
1755414000000,4455.32,4470.73,4441.41,4465.0,119217.535
1755417600000,4464.99,4536.35,4456.63,4533.15,307050.748
1755421200000,4533.15,4557.66,4525.66,4540.9,367941.618
1755424800000,4540.9,4574.95,4527.0,4566.27,195076.227
1755428400000,4566.27,4567.01,4545.13,4549.58,128272.434
1755432000000,4549.59,4551.81,4532.47,4540.0,108607.404
1755435600000,4540.0,4548.5,4516.0,4533.86,203812.166
1755439200000,4533.86,4558.37,4530.01,4551.33,126554.183
1755442800000,4551.33,4563.66,4542.37,4559.58,105183.408
1755446400000,4559.58,4564.59,4501.0,4515.39,298017.542
1755450000000,4515.39,4531.95,4502.01,4521.65,124452.21
1755453600000,4521.65,4530.7,4417.17,4466.67,355147.208
1755457200000,4466.67,4481.7,4443.38,4457.55,246329.165
1755460800000,4457.55,4476.78,4454.44,4465.44,88586.379
1755464400000,4465.45,4483.87,4460.02,4472.62,57785.253
1755468000000,4472.61,4532.15,4470.0,4520.07,213135.232
1755471600000,4520.07,4521.33,4463.98,4470.66,206901.916
1755475200000,4470.66,4480.0,4435.0,4461.11,244874.763
1755478800000,4461.12,4467.26,4380.0,4394.7,418008.016
1755482400000,4394.71,4400.46,4306.0,4318.72,860715.2
