time,equity
2025-04-01 00:00:00+00:00,10000.0
2025-04-10 15:00:00+00:00,10348.191606217619
2025-05-16 11:00:00+00:00,10676.70866205027
2025-05-17 22:00:00+00:00,10581.803252749314
2025-05-24 22:00:00+00:00,10487.741458929466
2025-05-30 13:00:00+00:00,10420.698441080878
2025-06-24 13:00:00+00:00,10354.342855129951
2025-07-05 16:00:00+00:00,10288.152589516963
2025-07-23 09:00:00+00:00,10171.016674915543
2025-07-24 05:00:00+00:00,10055.214413015143
2025-07-24 14:00:00+00:00,10442.787721487663
2025-08-16 02:00:00+00:00,10376.032070965346
2025-08-16 05:00:00+00:00,10309.7031567701
2025-08-17 11:00:00+00:00,10625.947260511884
2025-09-15 08:00:00+00:00,10531.493070003366
2025-09-28 13:00:00+00:00,10534.23950811064
2025-09-29 13:00:00+00:00,10415.343301561034
2025-10-09 02:00:00+00:00,10296.759255212493
2025-10-13 07:00:00+00:00,10180.543403630922
2025-10-13 17:00:00+00:00,10065.639238942678
2025-11-09 12:00:00+00:00,10001.544553404363
2025-11-23 15:00:00+00:00,9937.85800177754
2025-11-23 19:00:00+00:00,9874.576985199476
2025-11-24 02:00:00+00:00,9811.69892135614
2025-11-24 05:00:00+00:00,9749.22124437683
2025-11-24 16:00:00+00:00,9687.141404729466
2025-11-30 14:00:00+00:00,9804.149014792283
2026-01-12 02:00:00+00:00,9741.719413138897
2026-01-27 16:00:00+00:00,9679.687342689567
2026-02-07 17:00:00+00:00,9618.050272096121
2026-02-08 08:00:00+00:00,9556.805686129175
2026-03-15 07:00:00+00:00,9677.865434033753
2026-03-19 06:00:00+00:00,9615.999558757267
2026-03-30 23:00:00+00:00,9673.552774773972
