time,equity
2025-08-05 07:30:00+00:00,8922.641486461614
2025-08-10 17:15:00+00:00,8951.36399141201
2025-08-11 14:45:00+00:00,8984.850669609328
2025-08-19 15:15:00+00:00,9083.678381230118
2025-08-20 11:45:00+00:00,9115.222842492967
2025-08-26 16:45:00+00:00,9012.34257126007
2025-08-26 19:15:00+00:00,8910.623472978381
2025-08-30 12:45:00+00:00,8939.548919929395
2025-09-07 17:30:00+00:00,8947.577210849231
2025-09-07 23:45:00+00:00,8955.613712176615
2025-09-11 01:15:00+00:00,8989.308927261089
2025-09-17 05:00:00+00:00,9003.251843463191
2025-09-23 18:00:00+00:00,9099.388894183092
2025-09-26 09:45:00+00:00,9154.545112588783
2025-09-27 13:00:00+00:00,9149.094774876785
2025-10-04 21:30:00+00:00,9129.029703060452
2025-10-05 19:45:00+00:00,9025.090999353715
2025-10-08 13:45:00+00:00,9020.860318260453
2025-10-10 07:30:00+00:00,9095.048616455148
2025-10-14 19:45:00+00:00,8992.396044520725
2025-10-16 10:00:00+00:00,8890.90207557669
2025-10-16 14:30:00+00:00,8803.064659898437
2025-10-27 17:15:00+00:00,8880.844495062296
2025-10-29 11:00:00+00:00,8889.5413902159
2025-10-29 18:00:00+00:00,8829.349716981878
2025-11-18 12:30:00+00:00,8773.127317173597
2025-11-18 15:00:00+00:00,8717.262923146209
2025-11-20 04:45:00+00:00,8661.754255236454
2025-11-22 22:30:00+00:00,8606.599048297223
2025-11-25 12:15:00+00:00,8671.451292506235
2025-11-27 19:15:00+00:00,8732.727396225691
2025-11-28 05:15:00+00:00,8754.799330185524
2025-11-30 12:30:00+00:00,8699.051642761131
2025-12-02 02:30:00+00:00,8643.658938305045
2025-12-02 08:30:00+00:00,8650.750303950686
2025-12-04 21:45:00+00:00,8595.45027493084
2025-12-05 15:45:00+00:00,8540.503752034987
2025-12-06 23:30:00+00:00,8576.786143816405
2025-12-08 22:00:00+00:00,8615.686390858147
2025-12-13 13:30:00+00:00,8640.181581908388
2025-12-14 05:30:00+00:00,8648.830427909392
2025-12-18 12:30:00+00:00,8593.757515658934
2025-12-24 03:15:00+00:00,8661.092378074187
2025-12-25 06:15:00+00:00,8674.759390264822
2026-01-03 19:00:00+00:00,8695.073713293406
2026-01-09 16:15:00+00:00,8673.331320389501
2026-01-10 20:45:00+00:00,8679.560655569949
2026-01-11 14:45:00+00:00,8602.891834875307
2026-01-14 15:15:00+00:00,8705.50762417786
2026-01-15 09:00:00+00:00,8760.461408979672
2026-01-18 04:15:00+00:00,8765.645838130089
2026-01-22 02:15:00+00:00,8688.216604588752
2026-01-23 06:30:00+00:00,8720.37735259042
2026-01-26 06:30:00+00:00,8643.347987376372
2026-01-26 14:30:00+00:00,8566.999042614947
2026-01-26 18:00:00+00:00,8491.324507975003
2026-01-27 17:00:00+00:00,8596.452925081818
2026-02-02 14:30:00+00:00,8520.518216623956
2026-02-02 15:00:00+00:00,8445.25425923038
2026-02-09 06:15:00+00:00,8370.184278631228
2026-02-12 15:15:00+00:00,8404.48051573266
2026-02-13 06:45:00+00:00,8439.545710314149
2026-02-13 13:30:00+00:00,8364.997004165862
2026-02-15 05:45:00+00:00,8380.628191352913
2026-02-16 12:30:00+00:00,8306.59991900033
2026-02-16 14:30:00+00:00,8320.115119974666
2026-02-19 06:15:00+00:00,8267.135358868767
2026-02-28 17:45:00+00:00,8214.492955485252
2026-02-28 18:30:00+00:00,8162.185761640915
2026-03-01 14:15:00+00:00,8154.501098383921
2026-03-03 08:15:00+00:00,8082.015626607585
2026-03-05 08:00:00+00:00,8010.174479181107
2026-03-11 05:30:00+00:00,7938.971928696531
2026-03-13 22:00:00+00:00,7868.402298656907
2026-03-14 06:30:00+00:00,7798.459963023745
2026-03-15 18:00:00+00:00,7838.386108332331
2026-03-17 15:00:00+00:00,7872.907727658901
2026-03-24 07:30:00+00:00,7934.950747758232
2026-03-28 13:30:00+00:00,7884.423586902723
2026-03-30 23:00:00+00:00,7834.022310962374
