side,entry_time,exit_time,entry_price,exit_price,gross_ret,fee_ret,net_ret,pnl,reason,capital_before,capital_after,position_notional,fee_usd,slippage_usd,window_id
short,2025-04-09 11:00:00+00:00,2025-04-09 11:45:00+00:00,1460.25,1454.64,0.003856624319419133,-0.0014049073843012128,0.00245171693511792,24.517169351179202,TRAIL_RSI,10000.0,10024.517169351178,10000.0,14.049073843012128,0.0,0
long,2025-04-10 06:45:00+00:00,2025-04-10 07:30:00+00:00,1615.54,1607.4623,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-64.08185081031671,SL,10024.517169351178,9960.435318540862,10024.517169351178,13.959264963560772,0.0,0
long,2025-04-21 14:15:00+00:00,2025-04-21 15:00:00+00:00,1636.65,1628.46675,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-63.67220678119271,SL,9960.435318540862,9896.763111759668,9960.435318540862,13.87003018848836,0.0,1
short,2025-04-25 12:45:00+00:00,2025-04-25 14:00:00+00:00,1772.0,1780.86,-0.00497512437810943,-0.0013925472636816538,-0.006367671641791084,-63.01933781227613,SL,9896.763111759668,9833.743773947392,9896.763111759668,13.781710390586456,0.0,1
short,2025-05-03 23:15:00+00:00,2025-05-04 02:00:00+00:00,1830.42,1839.5720999999999,-0.004975124378109319,-0.0013925472636816538,-0.006367671641790973,-62.61805136200334,SL,9833.743773947392,9771.125722585388,9833.743773947392,13.69395298415694,0.0,2
long,2025-05-14 11:00:00+00:00,2025-05-14 13:30:00+00:00,2612.49,2592.8963249999997,-0.007500000000000062,-0.0013890136749999948,-0.008889013675000057,-86.85567016820633,SL,9771.125722585388,9684.270052417181,9771.125722585388,13.57222724881531,0.0,3
long,2025-05-14 13:45:00+00:00,2025-05-14 14:15:00+00:00,2605.1,2585.56175,-0.007500000000000062,-0.0013890136749999948,-0.008889013675000057,-86.08360892832984,SL,9684.270052417181,9598.186443488852,9684.270052417181,13.451583535200381,0.0,3
long,2025-05-14 15:30:00+00:00,2025-05-14 17:15:00+00:00,2592.53,2573.0860250000005,-0.00749999999999984,-0.0013890136749999948,-0.008889013674999835,-85.31841055137043,SL,9598.186443488852,9512.868032937482,9598.186443488852,13.332012225205581,0.0,3
short,2025-05-18 09:30:00+00:00,2025-05-18 13:45:00+00:00,2504.23,2523.0117250000003,-0.007444168734491385,-0.0013890918114144446,-0.00883326054590583,-84.02964187375547,SL,9512.868032937482,9428.838391063726,9512.868032937482,13.214247087619691,0.0,3
long,2025-05-21 13:15:00+00:00,2025-05-21 15:00:00+00:00,2528.3,2564.01,0.014124115017996264,-0.0014192768402088163,0.012704838177787448,119.7918659629744,TRAIL_RSI,9428.838391063726,9548.6302570267,9428.838391063726,13.382131958508504,0.0,3
short,2025-05-25 21:15:00+00:00,2025-05-25 22:30:00+00:00,2520.42,2539.32315,-0.007444168734491385,-0.0013890918114144446,-0.00883326054590583,-84.34553891683659,SL,9548.6302570267,9464.284718109864,9548.6302570267,13.263924100259992,0.0,3
long,2025-05-28 03:00:00+00:00,2025-05-28 06:00:00+00:00,2640.01,2626.8099500000003,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-60.50055789086256,SL,9464.284718109864,9403.784160219002,9464.284718109864,13.179134300313196,0.0,4
short,2025-05-31 16:30:00+00:00,2025-06-01 00:30:00+00:00,2538.9,2521.07,0.007072393864509863,-0.0014094078859374637,0.005662985978572399,53.253497844841434,TRAIL_RSI,9403.784160219002,9457.037658063844,9403.784160219002,13.25376755306647,0.0,4
short,2025-06-06 11:45:00+00:00,2025-06-06 13:30:00+00:00,2474.93,2487.3046499999996,-0.004975124378109319,-0.0013925472636816538,-0.006367671641790973,-60.219310510602455,SL,9457.037658063844,9396.818347553242,9457.037658063844,13.169371913271162,0.0,4
long,2025-06-08 05:45:00+00:00,2025-06-08 09:30:00+00:00,2510.48,2497.9276,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-60.06927827712304,SL,9396.818347553242,9336.749069276118,9396.818347553242,13.085186539356783,0.0,4
long,2025-06-11 11:45:00+00:00,2025-06-11 12:45:00+00:00,2771.82,2804.32,0.011725148097639915,-0.001415919462014248,0.010309228635625667,96.25468086863265,TRAIL_RSI,9336.749069276118,9433.003750144751,9336.749069276118,13.22008471913147,0.0,5
long,2025-06-12 00:30:00+00:00,2025-06-12 02:45:00+00:00,2774.1,2760.2295,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-60.300593913697526,SL,9433.003750144751,9372.703156231053,9433.003750144751,13.135575162973725,0.0,5
long,2025-06-12 03:00:00+00:00,2025-06-12 07:30:00+00:00,2760.39,2746.58805,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-59.91512161636181,SL,9372.703156231053,9312.788034614692,9372.703156231053,13.051605835206502,0.0,5
long,2025-06-12 08:15:00+00:00,2025-06-12 10:15:00+00:00,2753.09,2739.3245500000003,-0.0050000000000000044,-0.0013925124500000496,-0.006392512450000054,-59.532113455485955,SL,9312.788034614692,9253.255921159207,9312.788034614692,12.968173282412453,0.0,5
short,2025-06-14 00:45:00+00:00,2025-06-14 07:30:00+00:00,2561.2,2540.18,0.0082750041335653,-0.0014110909510349767,0.0068639131825303235,63.51354529857145,TRAIL_RSI,9253.255921159207,9316.76946645778,9253.255921159207,13.057185697958575,0.0,5
short,2025-06-15 01:45:00+00:00,2025-06-15 04:45:00+00:00,2527.93,2540.5696499999995,-0.004975124378109319,-0.0013925472636816538,-0.006367671641790973,-59.326128724667214,SL,9316.76946645778,9257.443337733112,9316.76946645778,12.974041826868563,0.0,5
short,2025-06-15 06:15:00+00:00,2025-06-15 08:15:00+00:00,2535.33,2522.88,0.004934836377473273,-0.0014064163528586526,0.0035284200246146202,32.664148449592716,TRAIL_RSI,9257.443337733112,9290.107486182704,9257.443337733112,13.019819695850234,0.0,5
short,2025-06-15 17:00:00+00:00,2025-06-15 20:45:00+00:00,2544.41,2502.08,0.016917924286993236,-0.0014231868042189344,0.015494737482774301,143.94777668515727,TRAIL_RSI,9290.107486182704,9434.055262867862,9290.107486182704,13.221558384110761,0.0,5
short,2025-06-18 08:30:00+00:00,2025-06-18 11:00:00+00:00,2527.27,2505.0,0.00889021956087821,-0.0014119519511777145,0.007478267609700495,70.55038990042922,TRAIL_RSI,9434.055262867862,9504.60565276829,9434.055262867862,13.320432735924664,0.0,5
short,2025-06-21 12:30:00+00:00,2025-06-21 14:30:00+00:00,2438.05,2424.12,0.005746415193967458,-0.0014075521655281253,0.004338863028439333,41.239182066691825,TRAIL_RSI,9504.60565276829,9545.844834834983,9504.60565276829,13.378228269044868,0.0,5
short,2025-06-23 02:45:00+00:00,2025-06-23 06:00:00+00:00,2237.83,2249.0191499999996,-0.004975124378109319,-0.0013925472636816538,-0.006367671641790973,-60.784805451715556,SL,9545.844834834983,9485.060029383267,9545.844834834983,13.293040104279104,0.0,5
short,2025-06-23 06:15:00+00:00,2025-06-23 07:00:00+00:00,2239.6,2250.798,-0.00497512437810943,-0.0013925472636816538,-0.006367671641791084,-60.39774776978993,SL,9485.060029383267,9424.662281613477,9485.060029383267,13.208394389773895,0.0,5
