time,equity
2025-04-01 00:00:00+00:00,10000.0
2025-04-02 12:00:00+00:00,9886.144851
2025-04-02 16:30:00+00:00,10034.969308178408
2025-04-11 17:30:00+00:00,9921.708186417742
2025-04-12 03:00:00+00:00,9973.742797020592
2025-04-13 18:00:00+00:00,10147.278883363115
2025-04-25 10:00:00+00:00,10285.069497349035
2025-04-30 12:00:00+00:00,10199.787961381144
2025-05-03 21:30:00+00:00,10245.809579378136
2025-05-12 23:30:00+00:00,10294.662596974562
2025-05-13 12:00:00+00:00,10479.603361335496
2025-05-15 05:30:00+00:00,10386.45002374801
2025-05-15 13:30:00+00:00,10294.12472745221
2025-05-15 17:00:00+00:00,10531.587304123354
2025-05-16 04:00:00+00:00,10696.731798369612
2025-05-18 13:30:00+00:00,10602.244779404939
2025-05-29 23:00:00+00:00,10534.469797654645
2025-05-30 00:30:00+00:00,10467.128068318989
2025-06-02 07:00:00+00:00,10568.299402881532
2025-06-07 18:00:00+00:00,10501.003942471847
2025-06-07 22:30:00+00:00,10434.136997457033
2025-06-08 10:30:00+00:00,10515.81329742178
2025-06-08 23:00:00+00:00,10539.035734679137
2025-06-12 07:30:00+00:00,10445.35410191226
2025-06-12 11:00:00+00:00,10352.505206460146
2025-06-12 19:30:00+00:00,10260.481646109414
2025-06-20 19:00:00+00:00,10785.391578358807
2025-06-23 12:30:00+00:00,10690.121404457546
2025-06-23 13:30:00+00:00,10595.692776824608
2025-06-23 16:30:00+00:00,10789.342664881719
2025-06-27 00:30:00+00:00,10666.5004432095
2025-06-27 10:00:00+00:00,10778.296363439911
2025-07-04 13:30:00+00:00,10655.579909597349
2025-07-07 23:30:00+00:00,10651.900273125299
2025-07-08 14:00:00+00:00,10777.259578881485
2025-07-13 08:00:00+00:00,10855.85372694341
2025-07-15 14:30:00+00:00,10853.238927044938
2025-07-22 07:30:00+00:00,10756.764337804394
2025-07-23 00:00:00+00:00,10920.01423172761
2025-07-29 01:30:00+00:00,10822.946075890588
2025-07-29 10:00:00+00:00,11007.850024082696
2025-08-03 19:00:00+00:00,10910.61481676972
2025-08-04 00:30:00+00:00,10814.238513377171
2025-08-04 12:30:00+00:00,10718.713526982941
2025-08-06 06:00:00+00:00,10685.646744309963
2025-08-15 08:30:00+00:00,10955.596185862329
2025-09-02 13:00:00+00:00,11102.033889553233
2025-09-04 14:30:00+00:00,10975.63151728342
2025-09-05 16:30:00+00:00,11026.646939999398
2025-09-15 04:30:00+00:00,11071.355107381009
2025-09-27 09:30:00+00:00,11142.871495038618
2025-09-30 21:00:00+00:00,11261.710809850281
2025-10-06 07:30:00+00:00,11251.512391353772
2025-10-12 14:30:00+00:00,11152.124850865455
2025-10-15 01:30:00+00:00,11081.111781706886
2025-10-31 13:00:00+00:00,11010.550900454995
2025-11-16 14:30:00+00:00,10998.817576575897
2025-11-26 05:30:00+00:00,10928.780717800302
2025-11-28 19:00:00+00:00,10859.189830744212
2025-12-18 21:00:00+00:00,10846.605916702489
2026-01-22 15:00:00+00:00,11224.275630317105
2026-01-26 14:30:00+00:00,11097.591232009623
2026-01-26 18:30:00+00:00,10972.336675351004
2026-02-02 23:30:00+00:00,10907.183754115676
2026-02-03 03:00:00+00:00,11063.52057713364
2026-02-12 16:00:00+00:00,11448.74307715102
2026-02-25 01:00:00+00:00,11319.525194779324
2026-02-27 04:30:00+00:00,11421.546064304408
2026-03-06 05:00:00+00:00,11291.505881408231
2026-03-14 07:30:00+00:00,11162.946272952018
